,Compound,DateTime,Neg,Neu,Pos,Source,Text,Tweets Ago
435,0.0,2018-06-09 23:33:36,1.0,0.0,0.0,BBCWorld,@saidalammahsud @OfficialDGISPR @UN @UNHumanRights @hrw @amnesty @BBCWorld @HamidMirPAK اس کا جواب اب ان کے پاس نہی… https://t.co/i94hDp32qY,436
436,-0.2023,2018-06-09 23:33:07,0.61,0.22,0.171,BBCWorld,@BBCWorld I shudder to think what kind of behavior could merit a lifetime ban.,437
437,-0.4215,2018-06-09 23:33:05,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",438
438,0.0,2018-06-09 23:33:02,1.0,0.0,0.0,BBCWorld,"RT @OtherSide_TRUTH: #Womens ?
#WomenEmpowerment ?
#womenshealth ?
#WomenRule ?

Mother beat 4 yr old daughter

#RespectHumanNotGender
@amn…",439
439,-0.7096,2018-06-09 23:32:57,0.772,0.228,0.0,BBCWorld,"RT @Naijadailyfeed: This is the new way SARS (Special anti robbery squad) rob Nigerians. We need assistance
#EndSARS @AJStream @CNN @BBC @A…",440
440,0.0,2018-06-09 23:32:54,1.0,0.0,0.0,BBCWorld,RT @danfalk: Has a new fundamental particle been found? (Short answer: Maybe! But extraordinary claims require extraordinary evidence... we…,441
441,0.296,2018-06-09 23:32:46,0.879,0.0,0.121,BBCWorld,"RT @esther_neh: @UKinCameroon @tradegovuk @KateElmesRudd @rowanlaxtonFCO @MikeKimbi Qs
1) You talked about creating jobs. For whom? Cameroo…",442
442,-0.4215,2018-06-09 23:32:44,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",443
443,0.0,2018-06-09 23:32:39,1.0,0.0,0.0,BBCWorld,"RT @baphomed75: Hem de fer viral aquest video de @TYellows que arribi ben lluny!
#LlibertatPresosPolitics #FreeCatalanPoliticalPrisoners 
@…",444
444,0.0,2018-06-09 23:32:17,1.0,0.0,0.0,BBCWorld,@Mr_Hardey @CNN @BBCWorld,445
445,0.0,2018-06-09 23:32:17,1.0,0.0,0.0,BBCWorld,RT @rozabotan73: Arkadaşlar Twitter’da ilk sıraya yerleşmeli bir yoldaşımızın katli için geri sayım başladı bunu engellemeliyiz destek vere…,446
446,-0.3182,2018-06-09 23:32:14,0.467,0.327,0.206,BBCWorld,@Lopedeloslobos @Anglojew @BBCWorld Ok now I feel bad.,447
447,-0.4215,2018-06-09 23:32:08,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",448
448,0.3612,2018-06-09 23:32:08,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",449
449,-0.4215,2018-06-09 23:32:02,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",450
450,0.3612,2018-06-09 23:31:48,0.857,0.0,0.143,BBCWorld,"Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/9lvKwMOnwr https://t.co/a40WPeXPvv",451
451,0.3612,2018-06-09 23:31:42,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",452
452,0.4404,2018-06-09 23:31:37,0.884,0.0,0.116,BBCWorld,@BBCWorld Hope that they don't have to study history at a young age . it can be a lot to think back on while making… https://t.co/0LZH4wug9t,453
453,-0.0772,2018-06-09 23:31:35,0.933,0.067,0.0,BBCWorld,"@2dayboi @Anglojew @BBCWorld Sorry, I'm from the UK and don't understand the references. Are US political ideas rea… https://t.co/E2gLN2OruO",454
454,0.0,2018-06-09 23:31:24,1.0,0.0,0.0,BBCWorld,@jobsmine13 @BBCWorld Could you provide a source for that?,455
455,0.0,2018-06-09 23:31:23,1.0,0.0,0.0,BBCWorld,RT @Marlene_Senna: FIM DO BRASIL país governado por uma quadrilha e com proteção do judiciário partidário @lemonde_pol @guardian @TheEconom…,456
456,0.3182,2018-06-09 23:31:11,0.796,0.0,0.204,BBCWorld,"@Lopedeloslobos @2dayboi @BBCWorld Please give examples of ""most of them""",457
457,0.3612,2018-06-09 23:30:55,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",458
458,-0.4215,2018-06-09 23:30:40,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",459
459,0.0,2018-06-09 23:30:34,1.0,0.0,0.0,BBCWorld,RT @JcpLq2: @kyugreen09 @jungkye @parkdonghe @dolparinq @kyc7006 @realDonaldTrump @Ttaeyeon39 @CNN @nytimes @BBCWorld @markoh7805 @kyc92118…,460
460,0.0,2018-06-09 23:30:32,1.0,0.0,0.0,BBCWorld,@maximors44 @guardian @TheEconomist @ScotNational @TimesofIsrael @nytimesworld @latimes @japantimes @BBCWorld @welt… https://t.co/7DHikq1jTU,461
461,0.5411,2018-06-09 23:30:27,0.851,0.0,0.149,BBCWorld,RT @saidalammahsud: @OfficialDGISPR !we know how Manzoor Ahmad Mahsud became Manzoor Ahmad Pashteen. Kindly go to his face book profile u w…,462
462,-0.7096,2018-06-09 23:30:21,0.772,0.228,0.0,BBCWorld,"RT @Naijadailyfeed: This is the new way SARS (Special anti robbery squad) rob Nigerians. We need assistance
#EndSARS @AJStream @CNN @BBC @A…",463
463,0.0,2018-06-09 23:30:20,1.0,0.0,0.0,BBCWorld,@realDonaldTrump; @statedeptspox; @StateDept; @nikkihaley; @CENTCOMArabic; @CENTCOMFarsi ; @DeptofDefense; @USArmy;… https://t.co/beSOCurx5u,464
464,0.0,2018-06-09 23:30:17,1.0,0.0,0.0,BBCWorld,@kyugreen09 @jungkye @parkdonghe @dolparinq @kyc7006 @realDonaldTrump @Ttaeyeon39 @CNN @nytimes @BBCWorld… https://t.co/MA3nN5BYxH,465
465,-0.802,2018-06-09 23:30:06,0.676,0.324,0.0,BBCWorld,"@BBCWorld 🔰:
#TripleCrown #IRAQ Approximately 24 Shi’ite individuals are killed and injured after detonating an exp… https://t.co/wkBXoauUqS",466
466,-0.4215,2018-06-09 23:29:59,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",467
467,0.3612,2018-06-09 23:29:32,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",468
468,-0.0516,2018-06-09 23:29:31,0.739,0.135,0.126,BBCWorld,"@guardian
@BBCWorld

Every night since he was arrested without evidence, hundreds of people say good night to Luis… https://t.co/f2csbGVBox",469
469,0.0,2018-06-09 23:29:27,1.0,0.0,0.0,BBCWorld,@Lopedeloslobos @2dayboi @BBCWorld Cultural Marxism,470
470,0.3612,2018-06-09 23:29:19,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",471
471,-0.4215,2018-06-09 23:29:15,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",472
472,0.7506,2018-06-09 23:28:56,0.748,0.0,0.252,BBCWorld,RT @350Mass: “Our desire to ensure energy for all must not lead to the undesired effect of a spiral of extreme climate changes due to a cat…,473
473,0.0,2018-06-09 23:28:46,1.0,0.0,0.0,BBCWorld,@BBCWorld @11_kevin_,474
474,0.6808,2018-06-09 23:28:17,0.781,0.0,0.219,BBCWorld,RT @ScottieMcClue: Scottie McClue Speaks On Behalf Of The People Of #Scotland In Wishing Her Majesty The #Queen A Happy 92nd Official #Birt…,475
475,0.0,2018-06-09 23:28:12,1.0,0.0,0.0,BBCWorld,RT @MumtazCeltik: @SalehMaslem @EmmanuelMacron @FedericaMog @NATO @WhiteHouse @StateDept @SenJohnMcCain @PentagonPresSec @brett_mcgurk @CFR…,476
476,0.0,2018-06-09 23:28:08,1.0,0.0,0.0,BBCWorld,RT @MumtazCeltik: @SalehMaslem @EmmanuelMacron @FedericaMog @NATO @WhiteHouse @StateDept @SenJohnMcCain @PentagonPresSec @brett_mcgurk @CFR…,477
477,-0.7096,2018-06-09 23:27:58,0.772,0.228,0.0,BBCWorld,"RT @Naijadailyfeed: This is the new way SARS (Special anti robbery squad) rob Nigerians. We need assistance
#EndSARS @AJStream @CNN @BBC @A…",478
478,0.4404,2018-06-09 23:27:35,0.805,0.0,0.195,BBCWorld,RT @sal_b2bg: @SJCREconomics if millennium goals come up this is a good stat https://t.co/vidPdryMxh,479
479,0.0,2018-06-09 23:27:35,1.0,0.0,0.0,BBCWorld,"@CloverDunne @shane_malley @BBCWorld Homophobic are you real ?
What have I said that’s homophobic I know the Irish… https://t.co/CNNMnWF5Nv",480
480,-0.296,2018-06-09 23:27:15,0.845,0.155,0.0,BBCWorld,"RT @ninraut: No #FathersDay 
@rashtrapatibhvn @PMOIndia @rsprasad @HRDMinistry @MinistryWCD @INSupremeCourt @UNICEF @facebook @TweeterSuppo…",481
481,0.3612,2018-06-09 23:27:15,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",482
482,0.3612,2018-06-09 23:27:07,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",483
483,0.4404,2018-06-09 23:27:07,0.775,0.0,0.225,BBCWorld,@SJCREconomics if millennium goals come up this is a good stat https://t.co/vidPdryMxh,484
484,0.3612,2018-06-09 23:26:57,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",485
485,0.0,2018-06-09 23:26:40,1.0,0.0,0.0,BBCWorld,RT @wuzuolai: 如果有无数的人同时在大广场上大哭或大笑，是不是也很震撼。 https://t.co/UuDjQThxaX,486
486,0.0,2018-06-09 23:26:34,1.0,0.0,0.0,BBCWorld,#EndSARS #EndSARS #EndSARS @NGRSenate @bukolasaraki @YakubDogara @BBCWorld,487
487,-0.7096,2018-06-09 23:26:31,0.772,0.228,0.0,BBCWorld,"RT @Naijadailyfeed: This is the new way SARS (Special anti robbery squad) rob Nigerians. We need assistance
#EndSARS @AJStream @CNN @BBC @A…",488
488,0.3612,2018-06-09 23:26:30,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",489
489,-0.8689,2018-06-09 23:26:27,0.532,0.39,0.078,BBCWorld,"Thought Provoking, Bourdain commit Suicide or did Dotard, NRA, Russian spy kill Bourdain for voicing his opinion &amp;… https://t.co/lbHbn5q4OK",490
490,0.0,2018-06-09 23:26:21,1.0,0.0,0.0,BBCWorld,共产国家都需要训练如何“微笑”😊。“全民共笑”？ https://t.co/IfSYrazVp7,491
491,0.3612,2018-06-09 23:26:07,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",492
492,0.0,2018-06-09 23:26:05,1.0,0.0,0.0,BBCWorld,"RT @ianbremmer: Will the #G7 become the G6? 

My thoughts on it for @BBCWorld  https://t.co/STTSmX61wu",493
493,0.3612,2018-06-09 23:25:59,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",494
494,-0.836,2018-06-09 23:25:57,0.611,0.389,0.0,BBCWorld,"RT @ivbaoshi: @ianbremmer @BBCWorld Euro debt trap, Italy migrant crisis, and now a sharp turn towards the alt-right.",495
495,0.0,2018-06-09 23:25:52,1.0,0.0,0.0,BBCWorld,RT @Bilishe: 川普演讲时，提到了安倍和文在寅，提到了韩国北朝鲜和日本，提到了朝鲜半岛和全世界和平。我总感觉缺点什么东西没提到。很显然，某些国家削尖脑袋往里凑合，想拿朝鲜当牌，结果还是被边缘化了，说白了就是人家不带你玩了 https://t.co/fxZYJRi4ll,496
496,0.0,2018-06-09 23:25:45,1.0,0.0,0.0,BBCWorld,8時の拡散！メイ英国首相並びにイギリスの皆さん、日本国民は日立がイギリスに原発を輸出するのに反対しています。命と国土を汚す原発は合理的発電方法ではありません。福島もチェルノブイリも解決していません。日立から原発を買わないでください… https://t.co/ItSA7rOLo0,497
497,0.0258,2018-06-09 23:25:31,0.793,0.101,0.106,BBCWorld,"RT @BBCWorld: Inside Afghanistan's only secure psychiatric unit.  The BBC investigates the lasting effects of conflict in the country. 
(Th…",498
498,-0.4215,2018-06-09 23:25:27,0.813,0.125,0.062,BBCWorld,"RT @BBCWorld: Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔
https://t.co/…",499
499,0.3612,2018-06-09 23:25:12,0.872,0.0,0.128,BBCWorld,"RT @BBCWorld: Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",500
